Phish_ID,URL
8304963,https://www.exploretalent.com/
8304806,https://dmarket.com/ru/sell-items-promo
8304656,https://us.typology.com
8302818,https://phishtank.org/index.php
8302817,https://phishtank.org/phish_detail.php?phish
8302661,https://www.nytimes.com/2023/09/18/us/missing-f35-military-jet-charleston.html
8302586,https://www.site-shot.com/
8302409,https://consent.orange.fr/global-cookies/e63fdee3ac1a427c1ec20be10bfbd89df148ce22/global-cookies.e63fdee3ac1a427c1ec20be10bfbd89df148ce22.html
8302395,https://www.fool.com/the-ascent/personal-finance/best-personal-finance-blogs/
8302001,https://code.jquery.com/jquery-3.3.1.js
8301718,https://www.newsweek.com/migrants-europe-violence-crime-germany-study-770105
8301310,https://rarible.com/token/polygon/0xf7b2f16e68017e4665cadbfded200795409af2ac:0
8300463,https://www.bibanking.bi.com.gt/InicioSesion/Inicio/Autenticar
8300462,https://bibanking.bi.com.gt/
8300335,https://correosytelegrafos.civ.gob.gt/contacto/
8297367,https://armstrong.bi.com.gt/ArmstrongBI/web/asp/modAcceso/acceso.aspx
8297366,https://armstrong.bi.com.gt/
8297288,"https://login.live.com.office.autooffc29536.euprodauto4.myshn.eu/login.srf?contextid=F5C43BC5E85905C9&opid=31E21A908E2D2D71&mkt=EN-US&lc=1033&bk=1694561357&uaid=fb9da39867214b708f82ac6a8549cfd8',a2:'PROD',a3:true,Ba:true,CA:'https://login.live.com.office.autooffc29536.euprodauto4.myshn.eu/GetCredentialType.srf?opid=31E21A908E2D2D71&id=38936&mkt=EN-US&lc=1033&uaid=fb9da39867214b708f82ac6a8549cfd8',Bb:false,CB:'https://account.live.com.office.autooffc29536.euprodauto4.myshn.eu/ResetPassword.aspx?wreply=https://login.live.com.office.autooffc29536.euprodauto4.myshn.eu/login.srf?uaid=fb9da39867214b708f82ac6a8549cfd8&contextid=F5C43BC5E85905C9&opid=31E21A908E2D2D71&bk=1694561357&id=38936&uiflavor=web&lostauthenticator=1&uaid=fb9da39867214b708f82ac6a8549cfd8&mkt=EN-US&lc=1033&bk=1694561357',CC:'https://login.live.com.office.autooffc29536.euprodauto4.myshn.eu/Me.htm?v=3&uaid=fb9da39867214b708f82ac6a8549cfd8',CD:'https://go.microsoft.com.office.autooffc29536.euprodauto4.myshn.eu/fwlink/p/?linki"
8296672,https://best.aliexpress.com/?new_site=1&commercial_type=bestPage&hc_1214_tag=ByAffPage&aff_fcid=816dc9708da94453ad592dc1e9532d5a-1694598719557-05478-_pz9sEiR&aff_fsk=_pz9sEiR&aff_platform=portals-promotion&sk=_pz9sEiR&aff_trace_key=816dc9708da94453ad592dc1e9532d5a-1694598719557-05478-_pz9sEiR&terminal_id=c4cc011e3f0a4a4f8a199159ecc9bcfa
8295669,https://123savoie.com/lisa-gay-portrait-d-une-musheuse/
8293360,https://www.govmint.com/bot-detected?url=Lz8=&uuid=4426c00c-509c-11ee-96d8-88f4c5159da1&vid=
8293359,https://www.govmint.com
8290421,https://dnspropagation.net/free-public-dns-servers/cn/
8290135,https://www.trendsmap.com/twitter/tweet/1476255911400378371
8288769,https://github.com/pwnwithlove/C_revshell
8286251,https://www.creativeboom.com/resources/guide-to-bluesky-the-invite-only-twitter-alternative/
8285485,https://sbi.mx/page/41/786/wellsfargo.html/
8284491,https://www.icloud.com/find
8283807,"https://www.br.de/nachrichten/wirtschaft/telefonabzocke-betrug-mit-ping-calls,Qb2tXgT"
8283806,https://www.br.de/nachrichten/wirtschaft/telefonabzocke-betrug-mit-ping-calls
8282949,https://login.microsoftonline.com.office.autooffc29536.euprodauto4.myshn.eu:443/common/reprocess?ctx=rQQIARAAhZI7b9sGFIVFyVZtI22CpAgSIAg8ZCjakqL4losMtEmKkkxSlCjTZAZB4kt8SyRFiZwzFF2SKYPHdPPYokWRKQU6eam3AkF_QGEgbZAsGau2c9Dlnntwz3Jwv70dAkJhqAnBn9cQCD54gJEEjmH4FEQRgwCx1hQGKdQiwKbZQjcnhCSMSXJz74bA5Ze_3_6Z-favN79iV_fOzoH9WZbN04NGY7VaQbFtu4YFGXHYCCaR6UZOjvwEAJcAcFbdtiJwNDyvpgRKIVQTJwiSRBECb5EtSFe4UEDkUiiNTFNmnubCsMSMmseKg4rqKBNC3dNVoRSQjXpdX_eEpoBwoR4KmaSeBMImr6m6t8njujLK9HanKaksqnksLngy-qp6XaKX2Qz5Z8SJW1pvq7t2nITjeZxmZ7Vn1aAYGpkEh51QJMnY1PXc4gdZxpq9xXBKkesuzfgerYbdsOjbylqUzYXjLo-oxCHWTZ90KERUmCIgE1Xqk-ZQi6nlqSdphMOG4GDuRFNvQpokcXLUPtZlPu2TPKfh7SMspEdpuZZTkR0IopDGHjVZybpz3EEZv9Q6-rJUWidc1KdBw1mUm4a2P5weLTvjtsm4CJUdrmd8F5EMfpyX9iJxpsGp76PDJZdn-aotds2sx54cwuuuGvAtbDYde9iMmBxOiVxO6aLUu0EO8usIz-2BzvkpqKTFRB3Fg4LrBIR8Xrv7gffmyHe1-mYJ4-iiRsZzK3LN_XkS225gfQiJHGlI_zo-Di2IDoLLLeBq6_ZO_cb9O8B-5bNP4drBzsbV7lT2K--3gOfbG-KunUJ_fvPVL8KLvvzbo8d3KxfbjR6fMmbo-v7xai72-C8Kbd5bUWSfLn1b6i_0DMVRGZOcRe48JA-aT-vA03r9or7
