Phish ID, URL
8157731 , https://linktr.ee/cuscapaslog798513
8157730 , http://threeolivedesigns.com/sprayerqa.php?b=squirmed&x=axolotls&a...
8157729 , https://mail.caixaonlinebank.com/index.html
8157728 , https://mail.caixaonlinebank.com/
8157726 , https://gohunts.monster/
8157725 , https://ipfs.moralis.io:2053/ipfs/QmXEa8K7mHBAahm1viHzkoV4C4YjcBWZEDtA...
8157724 , https://bit.ly/42Z693I
8157722 , https://arubapaga.page.link/NLtk
8157720 , https://canshu.cn-csgo.com/
8157712 , https://peekshow.live/
8157708 , https://banid.pythonanywhere.com/std/app/verification...
8157702 , https://banid.pythonanywhere.com/std/siffer/verification?u=3e967029e33...
8157697 , https://hasbulla.tech
8157695 , https://rfdgot.org
8157694 , https://rfddrop.org
8157692 , https://www.connect2capital.com
8157691 , https://www.drinkpod.com
8157688 , http://psyop.day/
8157685 , https://claim-my-yoda.com/
8157673 , https://extension-meta.viewdns.net/FMfcgzGsmhgmvjpSDDDvkDTNzwfLMWQW/df...
8157672 , https://ing.gestiondeaccesos.info
8157663 , https://harmony-one.abmoverspackers.com
8157659 , https://thewealthinhands.systeme.io/aimailer
8157658 , https://www.boredapeyachtclub-my.com/
8157657 , https://livedeofertasmagazine.com/589458/265841i/product.php?sku=12779...
8157653 , https://cake-bakery.org
8157650 , https://vela-exhance.io/
8157647 , https://panckakeswap.site/
8157645 , https://xrp2024.top/
8157644 , http://xrp2024.top/
8157643 , https://pancakeswap-web3.pages.dev/
8157641 , https://express.adobe.com/page/9rwqY4DvzWZCa/
8157640 , https://sites.google.com/view/cuscatlan/p%C3%A1gina-principal?authuser...
8157639 , https://validarcuentacusca63232.weebly.com/
8157638 , https://express.adobe.com/page/a4e4nPUNGpuTl/
8157637 , https://jxw0z6.codesandbox.io/?bk=YW5kcmV3ODUxQG9wdHVzbmV0LmNvbS5hdQ==...
8157636 , https://www.jobbkk.com/mail_jobupdate/stats/click/72009/?target_link=h...
8157635 , https://ingresobancadigital--imogenes27.repl.co/...
8157634 , https://soamboaqdy.ru.com/
8157633 , https://express.adobe.com/page/XgWZOqCeICkuW/
8157632 , https://claimfidenza.com/
8157631 , http://davosprotocol.com/
8157626 , https://www.cybercomect.pw
8157625 , https://www.cybercomect.world
8157624 , https://valrpro.com/
8157622 , https://s.id/1K66v
8157621 , https://steamcommuniltyru.ru/
8157620 , https://stearnmcommunitly.ru/
8157619 , https://cloudflare-ipfs.com/ipfs/bafybeiff2kit7n2cfwsl5rhnp3b3kpvwniqg...
8157618 , https://cloudflare-ipfs.com/ipfs/bafybeigrsmytaj4pn4v33ex7cl2qqvrd74ab...
8157617 , https://ipfs.io/ipfs/bafybeidn672ddnyaxypeyh3gyefhjwnvc24d7bo3ipk3ly2m...
8157616 , https://ipfs.io/ipfs/Qme8vKFBFNgkjuPoGLRDqj18u6CJN4P5UBYzXnVyZHcHTP?fi...
8157615 , https://gateway.ipfs.io/ipfs/QmY1i2WVsiJ98DiSC3ctLYRvUe4oPGLthxhvf1Lef...
8157612 , https://www.yebotzki.com/B8F8DJJN/7N8NS1K/?&sub1=K2PWD4KHTYOB2RZ4LUNSI...
8157611 , https://G43aGt640.aristobonto.com/uteritis/OgJNK4sp5qtjSu5wKIefIyDboab...
8157610 , https://pancakeswap-web3.com/
8157608 , https://dev-bancdigitlbankcusctlan.pantheonsite.io...
8157607 , https://webcuscaplan.webcindario.com/
8157606 , https://express.adobe.com/page/xs92qTA4f75sL/
8157603 , https://cuscatlan-5.jimdosite.com/
8157601 , https://marcelinacono.webcindario.com/
8157600 , https://linkbio.co/5052518FO4V1g
8157598 , https://sites.google.com/view/banca-digital-cuscatlantops...
8157595 , https://dev-c2387.pantheonsite.io
8157593 , https://sites.google.com/view/cuscatlan-sv-salvador1/página-principal...
8157591 , https://xk273sj23.dnsalias.com/sign
8157589 , https://vdlhid.bond/?fbclid=IwAR0AEwmnlC3j2Q7ARua1v_biud1tNz5N5A-R4MoW...
8157265 , http://aluproindia.com/
8157257 , https://www.mailinsightful.com/BCXNBWMS/7N8NS1K/?uid=33&sub1=5UQPYNNUP...
8157256 , http://www.elerased.com/ZhtRJbSDQ6awDmnzljbJ3IPcLGRh9y6wdyoNxLH7zD1NzN...
