Phish_ID,URL
8193132,https://www.sbi.mx/page/41/786/scotiabank-bankingweb.html
8183182,https://login.aruba.it/auth/realms/pec/protocol/openid-connect/auth?client_id=pec-gestionemail&redirect_uri=https://gestionemail.pec.aruba.it/titolare/index&state=648d7686109d55.73808773&response_type=code&scope=openid
8183181,http://gestionemail.pec.aruba.it
8183180,https://login.aruba.it/auth/realms/pec/protocol/openid-connect/auth?client_id=pec-gestionemail&redirect_uri=https://gestionemail.pec.aruba.it/titolare/index&state=648d7640b9c0d2.77494707&response_type=code&scope=openid
8182755,PLEASE-DO-NOT-SUBMIT-EMAIL-ADDRESS-AS-PHISH-URL
8181738,https://www.cloudflare.com/
8178135,"https://fonts.googleapis.com/css?family=Noticia+Text:400,400i,700,700i"
8176105,https://www.jb-honshi.co.jp/customer_index/
8172043,http://www.ebas.ch/phishing
8172024,https://www.ebas.ch/phishing
8172018,https://www.ebas.ch/phishing/
8172017,https://www.ebas.ch/index.php?page_id=817
8169364,https://href.li/?https://online.lloydsbank.co.uk/personal/logon/login.jsp
8167606,https://wns.e-learningportal.com/
8167605,http://wns.e-learningportal.com
8166574,https://express.adobe.com
8165181,https://www.bancofalabella.com.co/page/cashback-falabella-junio?utm_source=mail&utm_medium=cashback&utm_campaign=Mail_Jn_cashaback&utm_content=
8165180,https://bit.ly/42kpJWX
8165179,https://www.bancofalabella.com.co/page/3-retiros-gratis
8163193,http://www.paypal-merchant.com/
8162191,https://www.postfinance.ch/ap/ba/ob/html/finance/home?login
8160017,https://urlscan.io/result/e6cb5bed-fa87-4317-bfc3-4d21f13025ef/
8156856,https://www.mercadopago.com.br/
8156512,https://onedrive.live.com/about/es-us-signin/
8156506,http://url.zp.edu.ua/
8156398,https://bitflyer.com/en-us/
8153634,https://phishtank.org/phish_detail.php?phish_id=8153631
8152643,https://polo.feathr.co/v1/analytics/crumb?flvr=email_link_click&t_id=6356b996c1fccc23a0986068&crv_id=6463f2e263e449c697f8129f&p_id=63f8eb47f677980531c7036d&cpn_id=6351a37c0a37531d83bf8948&rdr=http://vse.cz.ozihhb.dezmembrari-prahova.ro?cG9sZWtAdnNlLmN6
8150265,https://quttera.com/
8150264,http://www.quttera.com/
8149967,https://play.google.com/store/apps/details?id=com.credit.fectivocash.loan.cash.lending
8149964,https://play.google.com/store/apps/details?id=in.crazycoin.play.release
8149723,https://185.81.101.37/
8148273,https://ethereum.org/en/
8144387,https://www.esfera.com.vc/p/renner/e000100117
8141062,https://www.cnbbank.com/
8140977,https://www.bigcartel.com/
8140976,https://bigcartel.com/
