Phish ID,URL
8189582,https://libereseufgts.online/
8189581,http://3.90.30.2/
8189573,"http://weitere-dkb.com/f/index.html?_id=9012066931965+_TIme:Wed,Jun,21,2023-2:30pm"
8189572,http://weitere-dkb.com/
8189560,http://d743d446.smileandshine.pt/
8189559,https://www.formulariosdeclaraciones.com/formulario/indexbn.html
8189537,https://serihg.cam/52MORGAGANNASTREETMOON/imming_control_930393903223.php?Email=a@b.com
8189536,http://go.sparkpostmail.com/f/a/6BYsGYj0XOXh2XWbd37T5A~~/AABRowA~/RgRmdRjeP0QtaHR0cHM6Ly9uZXhvbGVhZi5jb20vcHVibGljL2pzLy4wNTIvaW5kZXgucGhwVwNzcGNCCmSR35OSZOh53GlSFWVpbWFzdGVAc3RpbnByaXphLm9yZ1gEAAASFQ~~
8189516,https://is.gd/HypeSecurity
8189510,https://consciente-t.com/
8189505,http://hahyolboldodlaydos.net:8093/payload
8189504,http://hahyolboldodlaydos.net:8093/api/mirrors
8189500,https://metateam-leadconnect.netlify.app/support-meta.netlify.app/support.html
8189489,https://tmboxnet.com/cgi-bin/js/qrscan/id_image75404pu3w0894/8d78rwe87sn.php
8189483,https://nouveau-depart-obnk.b-cdn.net/
8189474,https://t.co/GwPtLVmYGR
8189466,https://www.curemedicals.com/wp-content/f
8189460,https://t.co/cbhRbyFepw
8189458,https://www.curemedicals.com/wp-content/f/
8189454,https://is.gd/LGxkAD
8189437,http://online-nz-asb.com
8189425,https://paytransfers.online/payment/bank//countries/switz/banks/Raiffeisen%20Schweiz%20Genossenschaft/index.php
8189421,https://moeypt.online
8189408,https://novoclinic.com.pe/mde/upload.php
8189399,https://broadribge.com/eim/EIM/
8189398,https://broadribge.com/mywetransfer/mywetrasfer.html
8189396,https://broadribge.com/zzz/
8189395,https://broadribge.com/adob/
8189393,https://broadribge.com/dhl/
8189380,https://t.ly/ezcjQ
8189376,https://chtcomtw.xyz
8189375,https://aliposchools.com/eMein
8189374,https://cassidygregson.com/wp-includes/fonts/cn86409891/
8189370,https://feisinv.com
8189367,http://viterra-bunge.biz
8189353,https://900min.com/1iwa/appx/v1/jerry/jerryharris.info/qcd7ae/redacted@abuse.ionos.com
8189348,https://link.tonpay.top/
8189347,https://linktpeay-toill.com/
8189333,https://revokecash.xyz/
8189327,https://metamask-3.top/
8189301,https://revokecash.me/
8189298,http://78.47.186.251/
8189293,https://sknhanqua.freefiregarena.vn/
8189207,https://3machalaa-oro-net.netlify.app
8189202,https://tour2czech.com/
8189201,https://torontocondovalue.com/
8189197,https://www.formulariosdeclaraciones.com/
8189196,https://rembolsar.daviplatamobile.repl.co/
8189194,https://154.212.129.183
8189189,https://dev-machalaingreadew.pantheonsite.io
8189181,https://api.telegram.org/bot6173704763:AAHMVCeAZ4DFdaFLZFUiXFygnvShr3Cg240/getMe
8189180,https://servicios.lniclo-lnternet.site
8189178,https://api.telegram.org/bot6173704763:AAHMVCeAZ4DFdaFLZFUiXFygnvShr3Cg240/getChat?chat_id=5044905765
8189177,https://crystalriversbooks.com/claim/IDME/index.html
8189172,https://webrectifiers-en.com/
8189170,https://vamoscursar.com.br/index.php/teste/?elementor-preview=10&ver=1687293753
8189169,https://paypay-answer.is/
8189146,https://cajavirtual.lhuancayo.online/index-huancayo/index.html
8189147,https://cajavirtual.lhuancayo.online/home.php?index=huancayo
8189145,https://www.servlayout.net
8189144,https://sicoob-seguro.com/
8189143,https://mail-live-login404.ryd.wafaicloud.com/entrar.php?email=cnnogueira@almavivadobrasil.com.br%0A
8189136,https://us05web.zoom.us/j/88987065629?pwd=OFIxNkpkZllTY0JDeGlRZ0xGWnVDUT09
8189135,https://vendas-online-net-2023.myshopify.com/
8189134,https://varejodistribuidora.myshopify.com/
8189126,https://www.zoomgroomlawton.com/wp-content/ent.html
8189122,https://trinitypro.com.my/rs84nc/xg/
8189120,https://freteegratis.com/b1610671e1e7810a786c47fc6/checkout/order/?PaymentMethod=pix&orderId=02-1716772731
8189117,https://zeffeprodutos.com/
8189110,https://trinitypro.com.my/rd783kd/kx/m1i/
8189107,https://ofertasdodiaamericana.com/
8189106,https://americanaexclusivaclick.com/
8189105,https://br-americanas-br.com/
8189103,https://express.adobe.com/page/32IGPzdbDB0js/
8189100,https://app-ailosvcredi.com/
8189096,http://blackskullusa.online
8189094,https://linkpeak.io/l/xfiintty
8189090,https://ufnmnosj.email/?zaza
8189088,https://vrxynyqg.email/umbrella.php
8189087,http://connectnabchat.com
8189083,http://smoothl.ink/login/mainstbank/
8189082,http://srv192948.hoster-test.ru/correospg/ppg/Detalles_del_pago.php
8189081,http://srv192948.hoster-test.ru/correospg/ppg/Recibir_paquete.php
8189030,https://www.limpanomefeirao.com/
8189029,https://hiper-online-ofertas2023.myshopify.com/products/geladeira-refrigerador-french-door-electrolux-579l-dm84x-inox?currency=brl
8189019,https://generalmotorsmexico.com/
8188970,https://broadribge.com/bul/
8188863,https://sec73-schoolsfirstfcu.org/
8188861,https://springcufinance.com/userDash/signin.php
8188860,https://registrowebmail.online/index1.php
8188859,https://cutt.ly/r6U1Ijj?Confirmarregistrowebmail
8188820,http://faturafacil.store/
8188817,https://emprestimo-pra-voce.com/nu-cred/9hqro56j
8188808,https://ms-onl65.buzz/main/
8188807,https://smartsheet.net.cn/
8188793,https://activatewalllet.org/
8188791,https://www.linkedin.com/slink?code=edPZGZAn
8188749,https://faturafacil.store/
8188719,https://atendimentosuporteonline.com/mobile/index.php?hash=3513126616491aded7fbe75.92736772
8188717,http://lnkfi.re/V8OfHi
